Comunidades y Ciudades Autónomas;Sexo;Sector económico;Situación profesional;Periodo;Total
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2005T1;4,5
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2004T4;3,4
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2004T3;5,3
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2004T2;4,9
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2004T1;3,5
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2003T4;4,7
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2003T3;4,4
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2003T2;5,9
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2003T1;4,9
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2002T4;4,1
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2002T3;3,2
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2002T2;3,9
01 Andalucía;Ambos sexos;Industria;Ayuda en la empresa o negocio familiar;2002T1;3,5
01 Andalucía;Ambos sexos;Industria;Asalariados;2008T4;251,5
01 Andalucía;Ambos sexos;Industria;Asalariados;2008T3;260,6
01 Andalucía;Ambos sexos;Industria;Asalariados;2008T2;276,2
01 Andalucía;Ambos sexos;Industria;Asalariados;2008T1;283,5
01 Andalucía;Ambos sexos;Industria;Asalariados;2007T4;278,7
01 Andalucía;Ambos sexos;Industria;Asalariados;2007T3;285,2
01 Andalucía;Ambos sexos;Industria;Asalariados;2007T2;271,2
01 Andalucía;Ambos sexos;Industria;Asalariados;2007T1;266,5
01 Andalucía;Ambos sexos;Industria;Asalariados;2006T4;270,9
01 Andalucía;Ambos sexos;Industria;Asalariados;2006T3;268,4
01 Andalucía;Ambos sexos;Industria;Asalariados;2006T2;264,2
01 Andalucía;Ambos sexos;Industria;Asalariados;2006T1;269,8
01 Andalucía;Ambos sexos;Industria;Asalariados;2005T4;297,7
01 Andalucía;Ambos sexos;Industria;Asalariados;2005T3;286,4
01 Andalucía;Ambos sexos;Industria;Asalariados;2005T2;274,4
01 Andalucía;Ambos sexos;Industria;Asalariados;2005T1;262,2
01 Andalucía;Ambos sexos;Industria;Asalariados;2004T4;265,8
01 Andalucía;Ambos sexos;Industria;Asalariados;2004T3;249,4
01 Andalucía;Ambos sexos;Industria;Asalariados;2004T2;253
01 Andalucía;Ambos sexos;Industria;Asalariados;2004T1;252,2
01 Andalucía;Ambos sexos;Industria;Asalariados;2003T4;256,4
01 Andalucía;Ambos sexos;Industria;Asalariados;2003T3;255,3
01 Andalucía;Ambos sexos;Industria;Asalariados;2003T2;261,4
01 Andalucía;Ambos sexos;Industria;Asalariados;2003T1;254,5
01 Andalucía;Ambos sexos;Industria;Asalariados;2002T4;249,6
01 Andalucía;Ambos sexos;Industria;Asalariados;2002T3;251,8
01 Andalucía;Ambos sexos;Industria;Asalariados;2002T2;252,5
01 Andalucía;Ambos sexos;Industria;Asalariados;2002T1;249,3
01 Andalucía;Ambos sexos;Industria;Otra situación ;2008T4;0,3
01 Andalucía;Ambos sexos;Industria;Otra situación ;2008T3;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2008T2;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2008T1;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2007T4;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2007T3;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2007T2;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2007T1;0,1
01 Andalucía;Ambos sexos;Industria;Otra situación ;2006T4;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2006T3;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2006T2;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2006T1;0,6
01 Andalucía;Ambos sexos;Industria;Otra situación ;2005T4;1,2
01 Andalucía;Ambos sexos;Industria;Otra situación ;2005T3;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2005T2;1,1
01 Andalucía;Ambos sexos;Industria;Otra situación ;2005T1;0,5
01 Andalucía;Ambos sexos;Industria;Otra situación ;2004T4;1
01 Andalucía;Ambos sexos;Industria;Otra situación ;2004T3;0,6
01 Andalucía;Ambos sexos;Industria;Otra situación ;2004T2;0,7
01 Andalucía;Ambos sexos;Industria;Otra situación ;2004T1;0,5
01 Andalucía;Ambos sexos;Industria;Otra situación ;2003T4;0,2
01 Andalucía;Ambos sexos;Industria;Otra situación ;2003T3;0,2
01 Andalucía;Ambos sexos;Industria;Otra situación ;2003T2;..
01 Andalucía;Ambos sexos;Industria;Otra situación ;2003T1;0,6
01 Andalucía;Ambos sexos;Industria;Otra situación ;2002T4;0,4
01 Andalucía;Ambos sexos;Industria;Otra situación ;2002T3;0,6
01 Andalucía;Ambos sexos;Industria;Otra situación ;2002T2;0,3
01 Andalucía;Ambos sexos;Industria;Otra situación ;2002T1;0,5
01 Andalucía;Ambos sexos;Construcción;Total;2008T4;336,2
01 Andalucía;Ambos sexos;Construcción;Total;2008T3;399,1
01 Andalucía;Ambos sexos;Construcción;Total;2008T2;429,7
01 Andalucía;Ambos sexos;Construcción;Total;2008T1;470
01 Andalucía;Ambos sexos;Construcción;Total;2007T4;481,6
01 Andalucía;Ambos sexos;Construcción;Total;2007T3;487,7
01 Andalucía;Ambos sexos;Construcción;Total;2007T2;498,2
01 Andalucía;Ambos sexos;Construcción;Total;2007T1;477,7
01 Andalucía;Ambos sexos;Construcción;Total;2006T4;496,3
01 Andalucía;Ambos sexos;Construcción;Total;2006T3;471,6
01 Andalucía;Ambos sexos;Construcción;Total;2006T2;467,5
01 Andalucía;Ambos sexos;Construcción;Total;2006T1;452
01 Andalucía;Ambos sexos;Construcción;Total;2005T4;455,9
01 Andalucía;Ambos sexos;Construcción;Total;2005T3;434,9
01 Andalucía;Ambos sexos;Construcción;Total;2005T2;424,8
01 Andalucía;Ambos sexos;Construcción;Total;2005T1;435,8
01 Andalucía;Ambos sexos;Construcción;Total;2004T4;425,6
01 Andalucía;Ambos sexos;Construcción;Total;2004T3;415,6
01 Andalucía;Ambos sexos;Construcción;Total;2004T2;397,8
01 Andalucía;Ambos sexos;Construcción;Total;2004T1;388,3
01 Andalucía;Ambos sexos;Construcción;Total;2003T4;378,7
01 Andalucía;Ambos sexos;Construcción;Total;2003T3;383,4
01 Andalucía;Ambos sexos;Construcción;Total;2003T2;374,1
01 Andalucía;Ambos sexos;Construcción;Total;2003T1;345,3
01 Andalucía;Ambos sexos;Construcción;Total;2002T4;344,4
01 Andalucía;Ambos sexos;Construcción;Total;2002T3;349,1
01 Andalucía;Ambos sexos;Construcción;Total;2002T2;360,4
01 Andalucía;Ambos sexos;Construcción;Total;2002T1;321,1
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2008T4;63,6
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2008T3;64
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2008T2;61
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2008T1;68,9
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2007T4;69,2
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2007T3;69,8
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2007T2;70,7
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2007T1;68,7
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2006T4;71,9
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2006T3;75,1
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2006T2;72
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2006T1;66
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2005T4;67
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2005T3;65,2
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2005T2;58,7
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2005T1;60,5
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2004T4;58,7
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2004T3;57,8
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2004T2;53,4
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2004T1;52,7
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2003T4;47,9
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2003T3;45
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2003T2;42,6
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2003T1;39,2
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2002T4;40,2
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2002T3;41,1
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2002T2;42,6
01 Andalucía;Ambos sexos;Construcción;Empresario o miembro de cooperativa;2002T1;41,6
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2008T4;0,7
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2008T3;1,3
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2008T2;3,2
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2008T1;3,3
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2007T4;1,4
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2007T3;1
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2007T2;2,3
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2007T1;2
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2006T4;6,8
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2006T3;4,3
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2006T2;5,3
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2006T1;6,6
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2005T4;4,3
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2005T3;3,8
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2005T2;4,3
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2005T1;8,7
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2004T4;3,1
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2004T3;3,1
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2004T2;1,6
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2004T1;2,9
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2003T4;2,2
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2003T3;1,6
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2003T2;1,2
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2003T1;0,8
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2002T4;0,6
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2002T3;1,4
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2002T2;3,1
01 Andalucía;Ambos sexos;Construcción;Ayuda en la empresa o negocio familiar;2002T1;2,4
01 Andalucía;Ambos sexos;Construcción;Asalariados;2008T4;271,8
01 Andalucía;Ambos sexos;Construcción;Asalariados;2008T3;333,8
01 Andalucía;Ambos sexos;Construcción;Asalariados;2008T2;365,3
01 Andalucía;Ambos sexos;Construcción;Asalariados;2008T1;397,5
01 Andalucía;Ambos sexos;Construcción;Asalariados;2007T4;411,1
01 Andalucía;Ambos sexos;Construcción;Asalariados;2007T3;416,9
01 Andalucía;Ambos sexos;Construcción;Asalariados;2007T2;425,2
01 Andalucía;Ambos sexos;Construcción;Asalariados;2007T1;406,4
01 Andalucía;Ambos sexos;Construcción;Asalariados;2006T4;417,7
01 Andalucía;Ambos sexos;Construcción;Asalariados;2006T3;392,2
01 Andalucía;Ambos sexos;Construcción;Asalariados;2006T2;390,2
01 Andalucía;Ambos sexos;Construcción;Asalariados;2006T1;379,4
01 Andalucía;Ambos sexos;Construcción;Asalariados;2005T4;384,7
01 Andalucía;Ambos sexos;Construcción;Asalariados;2005T3;365,3
01 Andalucía;Ambos sexos;Construcción;Asalariados;2005T2;361,7
01 Andalucía;Ambos sexos;Construcción;Asalariados;2005T1;366,6
01 Andalucía;Ambos sexos;Construcción;Asalariados;2004T4;362,6
01 Andalucía;Ambos sexos;Construcción;Asalariados;2004T3;354,1
01 Andalucía;Ambos sexos;Construcción;Asalariados;2004T2;342,1
01 Andalucía;Ambos sexos;Construcción;Asalariados;2004T1;332
01 Andalucía;Ambos sexos;Construcción;Asalariados;2003T4;327,3
01 Andalucía;Ambos sexos;Construcción;Asalariados;2003T3;334,9
01 Andalucía;Ambos sexos;Construcción;Asalariados;2003T2;330
01 Andalucía;Ambos sexos;Construcción;Asalariados;2003T1;305
01 Andalucía;Ambos sexos;Construcción;Asalariados;2002T4;303,6
01 Andalucía;Ambos sexos;Construcción;Asalariados;2002T3;306,6
01 Andalucía;Ambos sexos;Construcción;Asalariados;2002T2;314,3
01 Andalucía;Ambos sexos;Construcción;Asalariados;2002T1;276,8
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2008T4;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2008T3;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2008T2;0,2
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2008T1;0,2
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2007T4;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2007T3;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2007T2;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2007T1;0,5
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2006T4;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2006T3;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2006T2;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2006T1;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2005T4;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2005T3;0,6
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2005T2;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2005T1;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2004T4;1,1
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2004T3;0,7
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2004T2;0,7
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2004T1;0,8
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2003T4;1,3
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2003T3;1,9
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2003T2;0,3
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2003T1;0,3
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2002T4;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2002T3;..
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2002T2;0,4
01 Andalucía;Ambos sexos;Construcción;Otra situación ;2002T1;0,2
01 Andalucía;Ambos sexos;Servicios;Total;2008T4;2.193
01 Andalucía;Ambos sexos;Servicios;Total;2008T3;2.239,6
01 Andalucía;Ambos sexos;Servicios;Total;2008T2;2.205
01 Andalucía;Ambos sexos;Servicios;Total;2008T1;2.166,3
01 Andalucía;Ambos sexos;Servicios;Total;2007T4;2.186,4
01 Andalucía;Ambos sexos;Servicios;Total;2007T3;2.203,4
01 Andalucía;Ambos sexos;Servicios;Total;2007T2;2.198
01 Andalucía;Ambos sexos;Servicios;Total;2007T1;2.122,9
01 Andalucía;Ambos sexos;Servicios;Total;2006T4;2.114,2
01 Andalucía;Ambos sexos;Servicios;Total;2006T3;2.126,4
01 Andalucía;Ambos sexos;Servicios;Total;2006T2;2.099,1
01 Andalucía;Ambos sexos;Servicios;Total;2006T1;2.034,6
01 Andalucía;Ambos sexos;Servicios;Total;2005T4;1.973,1
01 Andalucía;Ambos sexos;Servicios;Total;2005T3;1.982,5
01 Andalucía;Ambos sexos;Servicios;Total;2005T2;1.968,8
01 Andalucía;Ambos sexos;Servicios;Total;2005T1;1.910,3
01 Andalucía;Ambos sexos;Servicios;Total;2004T4;1.885,7
01 Andalucía;Ambos sexos;Servicios;Total;2004T3;1.866,1
01 Andalucía;Ambos sexos;Servicios;Total;2004T2;1.800,7
01 Andalucía;Ambos sexos;Servicios;Total;2004T1;1.750,3
01 Andalucía;Ambos sexos;Servicios;Total;2003T4;1.741
01 Andalucía;Ambos sexos;Servicios;Total;2003T3;1.762,3
01 Andalucía;Ambos sexos;Servicios;Total;2003T2;1.721,8
01 Andalucía;Ambos sexos;Servicios;Total;2003T1;1.659,8
01 Andalucía;Ambos sexos;Servicios;Total;2002T4;1.660,5
01 Andalucía;Ambos sexos;Servicios;Total;2002T3;1.662,3
01 Andalucía;Ambos sexos;Servicios;Total;2002T2;1.654,8
01 Andalucía;Ambos sexos;Servicios;Total;2002T1;1.589,1
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2008T4;363,7
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2008T3;361,7
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2008T2;354,5
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2008T1;342,4
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2007T4;348,3
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2007T3;359,7
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2007T2;359,4
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2007T1;341,2
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2006T4;337,9
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2006T3;340,1
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2006T2;329,3
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2006T1;314,4
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2005T4;318,5
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2005T3;320,8
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2005T2;324,8
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2005T1;323,6
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2004T4;305,3
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2004T3;301,3
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2004T2;282,2
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2004T1;282,1
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2003T4;253,2
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2003T3;250,8
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2003T2;246,6
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2003T1;250,2
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2002T4;257,8
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2002T3;255,1
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2002T2;263,3
01 Andalucía;Ambos sexos;Servicios;Empresario o miembro de cooperativa;2002T1;265
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2008T4;27,3
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2008T3;31,2
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2008T2;28,5
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2008T1;25,5
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2007T4;24,3
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2007T3;26,8
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2007T2;32
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2007T1;31,4
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2006T4;29,6
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2006T3;36,9
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2006T2;35,4
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2006T1;34,3
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2005T4;33,3
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2005T3;32,9
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2005T2;35,7
01 Andalucía;Ambos sexos;Servicios;Ayuda en la empresa o negocio familiar;2005T1;45,7
